ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
6159A011 031318,6159A,011,427 N BOULDIN ST,03/13/2018,Ellwood Park/Monument,Southeastern,13,"(39.2964779, -76.57111135)",27935,78,128
1713 157 022317,1713,157,2933 PULASKI HWY,02/23/2017,Ellwood Park/Monument,Southeastern,13,"(39.29509808, -76.57505365)",27935,78,123
2438 001 040118,2438,001,1700 N ELLAMONT ST,04/01/2018,Rosemont,Southwestern,7,"(39.30712449, -76.67114368)",27297,216,44
1457 051 101417,1457,051,1706 N WOLFE ST,10/14/2017,Broadway East,Eastern,12,"(39.30994022, -76.59184761)",26956,23,154
4070A084 020619,4070A,084,2654 BOONE ST,02/06/2019,Better Waverly,Northern,14,"(39.32056904, -76.60886462)",27307,16,179
7056A001 042418,7056A,001,500 ARSAN AVE,04/24/2018,Brooklyn,Southern,10,"(39.23961634, -76.60222849)",27937,26,143
0003 041 090809,0003,041,1853 W NORTH AVE,09/08/2009,Sandtown-Winchester,Western,7,"(39.30954583, -76.64800212)",27301,221,25
0055C015 070715,0055C,015,1129 N CAREY ST,07/07/2015,Sandtown-Winchester,Western,9,"(39.30183206, -76.63860674)",27301,221,15
4114I010 020514,4114I,010,2528 GARRETT AVE,02/05/2014,Coldstream Homestead Montebello,Notheastern,14,"(39.31921534, -76.59872228)",27307,54,159
3004 055 081406,3004,055,2915 WALBROOK AVE,08/14/2006,Walbrook,Southwestern,7,"(39.31000037, -76.66633486)",27297,246,43
0001 027 052718,0001,027,1808 N PAYSON ST,05/27/2018,Easterwood,Western,7,"(39.30898232, -76.65010528)",27301,74,25
0120 051 060117,0120,051,507 N MONROE ST,06/01/2017,Harlem Park,Western,9,"(39.29428799, -76.64701894)",27632,106,88
1484 036 062111,1484,036,2327 E FEDERAL ST,06/21/2011,Broadway East,Eastern,13,"(39.30865852, -76.58457565)",26956,23,148
0850 015 010619,0850,015,907 WASHINGTON BLVD,01/06/2019,Washington Village/Pigtown,Southern,10,"(39.2826813, -76.63132726)",27953,250,168
4020 006 062007,4020,006,710 E 21ST ST,06/20/2007,East Baltimore Midway,Eastern,12,"(39.31378658, -76.60803858)",27307,73,157
3058 045 103018,3058,045,3439 PIEDMONT AVE,10/30/2018,Hanlon-Longwood,Northwestern,7,"(39.31592836, -76.67615014)",27297,103,47
1540 091 081017,1540,091,2736 MURA ST,08/10/2017,Berea,Eastern,13,"(39.30557378, -76.57882531)",26956,15,152
0704 007 032917,0704,007,1913 WILKENS AVE,03/29/2017,Carrollton Ridge,Southern,9,"(39.28165197, -76.64692586)",27632,36,279
5695F054 103017,5695F,054,4117 GRANITE AVE,10/30/2017,Glenham-Belhar,Notheastern,2,"(39.34510823, -76.54243494)",13991,93,262
2401A011 091216,2401A,011,2721 W NORTH AVE,09/12/2016,Coppin Heights/Ash-Co-East,Western,7,"(39.30897535, -76.66170499)",27297,56,41
1670 075 110812,1670,075,2202 ORLEANS ST,11/08/2012,CARE,Eastern,13,"(39.29566171, -76.58626157)",27954,274,122
0204 084 060914,0204,084,2206 BOOTH ST,06/09/2014,Boyd-Booth,Southwestern,9,"(39.28753007, -76.65200685)",27632,4,78
1643 019 080218,1643,019,637 N LAKEWOOD AVE,08/02/2018,McElderry Park,Southeastern,13,"(39.29863884, -76.57920395)",13987,141,125
3342A001 120915,3342A,001,2485 SHIRLEY AVE,12/09/2015,Greenspring,Northern,6,"(39.33543984, -76.65959923)",27295,96,71
1504 032B 080808,1504,032B,2430 E HOFFMAN ST,08/08/2008,Broadway East,Eastern,13,"(39.30705022, -76.58334155)",26956,23,148
1102 025 060810,1102,025,1606 E LAFAYETTE AVE,06/08/2010,Oliver,Eastern,12,"(39.31078724, -76.59636052)",26956,180,155
4114A029 020216,4114A,029,2617 AISQUITH ST,02/02/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.31901859, -76.59626527)",27307,54,159
0339 008 072315,0339,008,1714 DRUID HILL AVE,07/23/2015,Upton,Central,11,"(39.30527552, -76.63300343)",27301,242,99
0094 039 060409,0094,039,2025 RAYNER AVE,06/04/2009,Midtown-Edmondson,Western,9,"(39.29670505, -76.65018151)",27301,153,87
4041A047 081211,4041A,047,647 GUTMAN AVE,08/12/2011,East Baltimore Midway,Eastern,12,"(39.31698156, -76.60661695)",27307,73,157
0012 085 111006,0012,085,1630 N MONROE ST,11/10/2006,Easterwood,Western,7,"(39.30728083, -76.64826564)",27301,74,25
6069 192 060918,6069,192,4831 BOWLAND AVE,06/09/2018,Frankford,Notheastern,2,"(39.31902489, -76.54988005)",13991,46,200
0621 001 112216,0621,001,142 W FAYETTE ST,11/22/2016,Downtown,Central,11,"(39.29067295, -76.61777166)",13642,65,5
4179F029 122818,4179F,029,3636 ELMLEY AVE,12/28/2018,Belair-Edison,Notheastern,13,"(39.31760933, -76.56780008)",26956,275,195
3414 047 102011,3414,047,2316 DRUID HILL AVE,10/20/2011,Penn North,Western,7,"(39.31097534, -76.63916182)",27301,195,18
0154 019 040411,0154,019,300 N CARROLLTON AVE,04/04/2011,Poppleton,Western,9,"(39.29244397, -76.63722835)",27632,201,8
2307A004 072218,2307A,004,2407 W NORTH AVE,07/22/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30921755, -76.65622343)",27297,56,29
4429 008A 111518,4429,008A,5606 PARK HEIGHTS AVE,11/15/2018,Glen,Northwestern,5,"(39.35243037, -76.68499683)",27295,89,246
1660 018 122818,1660,018,2917 MCELDERRY ST,12/28/2018,Ellwood Park/Monument,Southeastern,13,"(39.2977918, -76.57601877)",13987,78,124
0222 026 012109,0222,026,2151 HOLLINS ST,01/21/2009,Boyd-Booth,Southwestern,9,"(39.28676291, -76.65128887)",27632,4,78
1145 062 102615,1145,062,1309 ENSOR ST,10/26/2015,Oliver,Eastern,12,"(39.30547203, -76.6033747)",13645,180,193
0121 064 101007,0121,064,1710 W FRANKLIN ST,10/10/2007,Harlem Park,Western,9,"(39.29412682, -76.64447398)",27632,106,88
5150 015 022219,5150,015,543 HARWOOD AVE,02/22/2019,Mid-Govans,Northern,4,"(39.35735569, -76.60741158)",14009,150,230
0233 044 010619,0233,044,1206 W LOMBARD ST,01/06/2019,Hollins Market,Southern,9,"(39.28677023, -76.63692833)",27632,114,7
3205 018 070516,3205,018,2119 WALBROOK AVE,07/05/2016,Mondawmin,Western,7,"(39.3105446, -76.65195698)",27301,157,39
3406 080 111318,3406,080,1516 TRACTION ST,11/13/2018,Penn North,Western,7,"(39.31094921, -76.64280577)",27301,195,19
3826 057 050715,3826,057,2430 BRENTWOOD AVE,05/07/2015,Barclay,Eastern,12,"(39.31689366, -76.61065526)",27307,10,11
5173 055C 011318,5173,055C,608 WINSTON AVE,01/13/2018,Winston-Govans,Northern,4,"(39.35023567, -76.6073307)",14009,261,217
3165 038 042318,3165,038,2924 VIOLET AVE,04/23/2018,Park Circle,Northwestern,6,"(39.32940802, -76.66323352)",27295,187,72
2360 046 103013,2360,046,2401 W LANVALE ST,10/30/2013,Evergreen Lawn,Western,9,"(39.29675719, -76.65505443)",27297,81,84
0288 004 092013,0288,004,406 S SMALLWOOD ST,09/20/2013,Carrollton Ridge,Southwestern,9,"(39.28268965, -76.65139928)",27632,36,279
7492C276 031019,7492C,276,3024 ELIZABETH AVE,03/10/2019,Lakeland,Southern,10,"(39.25495752, -76.65156338)",27953,134,162
4007 016 050206,4007,016,1904 SHERWOOD AVE,05/02/2006,East Baltimore Midway,Eastern,12,"(39.31227593, -76.60103544)",27307,73,156
0064 022 091618,0064,022,1342 MOSHER ST,09/16/2018,Sandtown-Winchester,Western,9,"(39.3002591, -76.63995458)",27301,221,15
0767 110 031618,0767,110,1343 SARGEANT ST,03/16/2018,Washington Village/Pigtown,Southern,10,"(39.28018994, -76.63666297)",27953,250,177
4061 013 070814,4061,013,640 GUTMAN AVE,07/08/2014,East Baltimore Midway,Eastern,12,"(39.31732832, -76.60637787)",27307,73,157
2349 001 011818,2349,001,2300 ARUNAH AVE,01/18/2018,Evergreen Lawn,Western,9,"(39.29582014, -76.65345857)",27297,81,84
0016 020 120617,0016,020,1638 N GILMOR ST,12/06/2017,Sandtown-Winchester,Western,7,"(39.30758627, -76.64371583)",27301,221,36
3347D038 052413,3347D,038,2615 QUANTICO AVE,05/24/2013,Greenspring,Northern,6,"(39.33758195, -76.66166543)",27295,96,70
1121 042 093008,1121,042,1519 ENSOR ST,09/30/2008,Oliver,Eastern,12,"(39.30753314, -76.60366626)",13645,180,193
7900D081 052119,7900D,081,4609 BRIARCLIFT ROAD,05/21/2019,Hunting Ridge,Southwestern,8,"(39.29899133, -76.69701417)",27950,119,54
1537 009 031208,1537,009,2426 E BIDDLE ST,03/12/2008,Broadway East,Eastern,13,"(39.30491586, -76.58327808)",26956,23,153
0233 059 010509,0233,059,54 S CARROLLTON AVE,01/05/2009,Hollins Market,Southern,9,"(39.28725845, -76.63692472)",27632,114,7
0364 006 080713,0364,006,1510 MADISON AVE,08/07/2013,Madison Park,Central,11,"(39.30485244, -76.6295912)",27301,144,101
0050 052 103015,0050,052,1120 MCKEAN AVE,10/30/2015,Sandtown-Winchester,Western,9,"(39.30164432, -76.64710687)",27301,221,86
4001 006 111314,4001,006,710 E NORTH AVE,11/13/2014,East Baltimore Midway,Eastern,12,"(39.31178145, -76.60791158)",27307,73,157
3172 023 021407,3172,023,2911 ROCKROSE AVE,02/14/2007,Park Circle,Northwestern,6,"(39.32865231, -76.66201799)",27295,187,72
1549 019 021115,1549,019,1808 E CHASE ST,02/11/2015,Middle East,Eastern,12,"(39.30350346, -76.59219182)",26956,152,100
0695 049 122818,0695,049,2346 WILKENS AVE,12/28/2018,Carrollton Ridge,Southwestern,9,"(39.2801496, -76.65312657)",27632,36,279
1530 003 100818,1530,003,1205 N GAY ST,10/08/2018,Broadway East,Eastern,12,"(39.30449903, -76.59335079)",26956,23,100
4093 012 021111,4093,012,3012 LOCH RAVEN ROAD,02/11/2011,Better Waverly,Northern,14,"(39.32357409, -76.60191556)",27307,16,180
2743A022 020816,2743A,022,4029 NORFOLK AVE,02/08/2016,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32349453, -76.68636485)",27297,55,50
4169 071 080718,4169,071,1900 N COLLINGTON AVE,08/07/2018,South Clifton Park,Eastern,12,"(39.31281332, -76.58776931)",26956,226,155
2205 028 042111,2205,028,2408 LAURETTA AVE,04/21/2011,Rosemont Homeowners/Tenants,Western,9,"(39.29423683, -76.65510889)",27632,218,84
3950 031 021218,3950,031,1608 E 28TH ST,02/12/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32408002, -76.59256596)",27307,54,189
0262 045 032309,0262,045,1608 MCHENRY ST,03/23/2009,New Southwest/Mount Clare,Southern,9,"(39.28457296, -76.64272152)",27632,159,9
0074 056 111815,0074,056,1622 W LAFAYETTE AVE,11/18/2015,Sandtown-Winchester,Western,9,"(39.29914012, -76.64407601)",27301,221,86
0002 034 081516,0002,034,1941 W NORTH AVE,08/15/2016,Easterwood,Western,7,"(39.30947764, -76.64943742)",27301,74,25
2176 017 112015,2176,017,2517 W LOMBARD ST,11/20/2015,Shipley Hill,Southwestern,9,"(39.28556723, -76.65657409)",27632,225,78
2175 019 110807,2175,019,2537 HOLLINS ST,11/08/2007,Shipley Hill,Southwestern,9,"(39.28652386, -76.65745249)",27632,225,78
0058 089 022519,0058,089,1020 APPLETON ST,02/25/2019,Midtown-Edmondson,Western,9,"(39.30049699, -76.64872868)",27301,153,86
1116 068 092812,1116,068,1635 N SPRING ST,09/28/2012,Oliver,Eastern,12,"(39.30908339, -76.59886949)",26956,180,193
3190 044 070516,3190,044,2820 W COLD SPRING LANE,07/05/2016,Towanda-Grantley,Northwestern,6,"(39.33852542, -76.6694925)",27295,232,283
0323 024 051019,0323,024,1919 MCCULLOH ST,05/10/2019,Madison Park,Central,11,"(39.30788405, -76.63396075)",27301,144,99
3448 005 091416,3448,005,2108 MOUNT ROYAL TERR,09/14/2016,Reservoir Hill,Central,7,"(39.31322143, -76.62704278)",27301,210,16
0085 007 072314,0085,007,813 N FULTON AVE,07/23/2014,Harlem Park,Western,9,"(39.29801199, -76.64541198)",27301,106,88
0122 063 012306,0122,063,1618 W FRANKLIN ST,01/23/2006,Harlem Park,Western,9,"(39.29416744, -76.64355233)",27632,106,88
0938 011 071818,0938,011,761 W CROSS ST,07/18/2018,Washington Village/Pigtown,Southern,10,"(39.27952637, -76.627721)",27953,250,178
0036A015 072011,0036A,015,1326 N CAREY ST,07/20/2011,Sandtown-Winchester,Western,7,"(39.30423482, -76.63928259)",27301,221,22
1138 034 011516,1138,034,1631 E OLIVER ST,01/15/2016,Oliver,Eastern,12,"(39.30725924, -76.59548253)",26956,180,154
0340 038 032007,0340,038,1709 DRUID HILL AVE,03/20/2007,Upton,Central,11,"(39.30547764, -76.63247281)",27301,242,99
1455 036 102111,1455,036,1665 N MILTON AVE,10/21/2011,Berea,Eastern,13,"(39.31031812, -76.58257203)",26956,15,277
2396B011 052814,2396B,011,1021 ASHBURTON ST,05/28/2014,Mosher,Western,9,"(39.29987016, -76.66143577)",27297,163,48
0222 059 110504,0222,059,2104 BOYD ST,11/05/2004,Boyd-Booth,Southwestern,9,"(39.28659543, -76.65040643)",27632,4,78
1761 082 010519,1761,082,205 S ROBINSON ST,01/05/2019,Highlandtown,Southeastern,1,"(39.28990452, -76.57227242)",27935,109,118
3324 021 070818,3324,021,3643 REISTERSTOWN ROAD,07/08/2018,Park Circle,Northwestern,6,"(39.33011325, -76.660783)",27295,187,72
2424B060 030319,2424B,060,3029 GRAYSON ST,03/03/2019,Rosemont,Southwestern,9,"(39.3062928, -76.66843153)",27297,216,81
0697 007 102116,0697,007,2146 WILKENS AVE,10/21/2016,Carrollton Ridge,Southwestern,9,"(39.28103996, -76.65046657)",27632,36,279
0216 044 083017,0216,044,15 S CAREY ST,08/30/2017,Hollins Market,Southern,9,"(39.28797974, -76.63785088)",27632,114,7
2530A034 012417,2530A,034,300 MARYDELL ROAD,01/24/2017,Irvington,Southwestern,8,"(39.28140626, -76.68970226)",27950,122,167
2174A006 121107,2174A,006,2442 FREDERICK AVE,12/11/2007,Shipley Hill,Southwestern,9,"(39.28381921, -76.65562206)",27632,225,78
4575 006 070616,4575,006,5111 CORDELIA AVE,07/06/2016,Langston Hughes,Northwestern,6,"(39.34503774, -76.6805259)",27295,135,240
1592 041 050517,1592,041,2538 ASHLAND AVE,05/05/2017,Milton-Montford,Eastern,13,"(39.30119117, -76.58127731)",13987,155,125
0347 056 011008,0347,056,556 MCMECHEN ST,01/10/2008,Upton,Central,11,"(39.30331403, -76.63317337)",27301,242,99
1449 099 022015,1449,099,2033 E NORTH AVE,02/20/2015,Broadway East,Eastern,12,"(39.31212798, -76.58925263)",26956,23,155
1781 052 120818,1781,052,505 S DURHAM ST,12/08/2018,Fells Point,Southeastern,1,"(39.28535538, -76.59055722)",27954,68,286
0275 004 051710,0275,004,306 S FULTON AVE,05/17/2010,Carrollton Ridge,Southern,9,"(39.28407942, -76.64517486)",27632,36,9
0258 067 072418,0258,067,211 HARMISON ST,07/24/2018,Carrollton Ridge,Southern,9,"(39.28452513, -76.64898584)",27632,36,279
4623 042 091605,4623,042,3013 WOODLAND AVE,09/16/2005,Central Park Heights,Northwestern,6,"(39.34615806, -76.66917952)",27295,43,242
6155 018 020419,6155,018,3137 MCELDERRY ST,02/04/2019,Ellwood Park/Monument,Southeastern,13,"(39.29792663, -76.5723673)",13987,78,128
0004 036 031207,0004,036,1828 N MOUNT ST,03/12/2007,Sandtown-Winchester,Western,7,"(39.30953781, -76.64536277)",27301,221,22
1155 087 040309,1155,087,730 MURA ST,04/03/2009,Johnston Square,Eastern,12,"(39.30446389, -76.60703721)",13645,124,104
1556 009 102706,1556,009,1117 N MILTON AVE,10/27/2006,Biddle Street,Eastern,13,"(39.30410545, -76.58237649)",26956,19,153
2403 048 121517,2403,048,1623 N DUKELAND ST,12/15/2017,Coppin Heights/Ash-Co-East,Western,7,"(39.30692668, -76.66296871)",27297,56,41
1592 068 071015,1592,068,901 N ROSE ST,07/10/2015,Milton-Montford,Eastern,13,"(39.30132271, -76.58154281)",13987,155,125
0055D062 060707,0055D,062,1116 RIGGS AVE,06/07/2007,Sandtown-Winchester,Western,9,"(39.30140672, -76.63678582)",27301,221,15
0014 055 061005,0014,055,1653 MCKEAN AVE,06/10/2005,Sandtown-Winchester,Western,7,"(39.30774727, -76.64695285)",27301,221,36
4616 061 112513,4616,061,3101 OAKLEY AVE,11/25/2013,Central Park Heights,Northwestern,6,"(39.34690789, -76.67146953)",27295,43,242
1471 037 090707,1471,037,2134 E FEDERAL ST,09/07/2007,Broadway East,Eastern,13,"(39.30903341, -76.5868591)",26956,23,148
0092 034 082914,0092,034,1014 W LANVALE ST,08/29/2014,Harlem Park,Western,9,"(39.29823178, -76.63462422)",27301,106,53
0393 036 032107,0393,036,1343 MYRTLE AVE,03/21/2007,Upton,Central,11,"(39.2997701, -76.63321035)",27301,242,90
3942 044 041917,3942,044,2835 HILLEN ROAD,04/19/2017,Coldstream Homestead Montebello,Notheastern,14,"(39.32416055, -76.58816737)",27307,54,190
5214A018 102618,5214A,018,4754 ALHAMBRA AVE,10/26/2018,Richnor Springs,Northern,4,"(39.34637376, -76.6071786)",14009,211,205
1118 072 051519,1118,072,1608 E FEDERAL ST,05/15/2019,Oliver,Eastern,12,"(39.30866584, -76.59621347)",26956,180,154
7075 026 021618,7075,026,410 FREEMAN ST,02/16/2018,Brooklyn,Southern,10,"(39.23766762, -76.60418037)",27937,26,143
1450 020 020515,1450,020,1839 N CHESTER ST,02/05/2015,Broadway East,Eastern,12,"(39.31177209, -76.58840606)",26956,23,155
0178 025 080508,0178,025,113 N MONROE ST,08/05/2008,Franklin Square,Western,9,"(39.29001789, -76.64678496)",27632,84,80
4002 005 060816,4002,005,808 E NORTH AVE,06/08/2016,East Baltimore Midway,Eastern,12,"(39.31183368, -76.60677961)",27307,73,157
1164B008 081716,1164B,008,1624 E CHASE ST,08/17/2016,Gay Street,Eastern,12,"(39.30338228, -76.59577007)",26956,88,100
0013A048 032309,0013A,048,1639 N MONROE ST,03/23/2009,Sandtown-Winchester,Western,7,"(39.30744905, -76.64776541)",27301,221,25
4079 003A 051019,4079,003A,710 HOMESTEAD ST,05/10/2019,Better Waverly,Northern,14,"(39.32656471, -76.60627714)",27307,16,181
5953E003 051515,5953E,003,4608 VALLEY VIEW AVE,05/15/2015,Frankford,Notheastern,2,"(39.33099708, -76.55109793)",13991,46,211
0412 005 022806,0412,005,1208 ARGYLE AVE,02/28/2006,Upton,Central,11,"(39.29888688, -76.6310692)",27301,242,90
2377B036 032910,2377B,036,2807 HARLEM AVE,03/29/2010,Mosher,Western,9,"(39.29532413, -76.66328051)",27297,163,233
5214A005 031417,5214A,005,4741 OLD YORK ROAD,03/14/2017,Richnor Springs,Northern,4,"(39.34638033, -76.60748193)",14009,211,205
2109 003 071918,2109,003,2568 WILKENS AVE,07/19/2018,Millhill,Southwestern,9,"(39.27921339, -76.65592954)",27632,154,279
4130 020 101218,4130,020,1645 ABBOTSTON ST,10/12/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32218842, -76.59375056)",27307,54,189
0119 070 112107,0119,070,1909 LAURETTA AVE,11/21/2007,Midtown-Edmondson,Western,9,"(39.29428699, -76.64791265)",27632,153,87
0261 050 041107,0261,050,216 S BRUCE ST,04/11/2007,New Southwest/Mount Clare,Southern,9,"(39.28475639, -76.64443195)",27632,159,9
3646 040 042118,3646,040,104 W 27TH ST,04/21/2018,Charles Village,Northern,12,"(39.32077939, -76.61912686)",27307,277,12
0244 070 092818,0244,070,1716 LEMMON ST,09/28/2018,Union Square,Southern,9,"(39.28583282, -76.64444501)",27632,236,9
0225 005 122007,0225,005,1807 HOLLINS ST,12/20/2007,Franklin Square,Southern,9,"(39.28703146, -76.64661657)",27632,84,9
0276 029 040716,0276,029,337 S FULTON AVE,04/07/2016,New Southwest/Mount Clare,Southern,9,"(39.28360334, -76.64470408)",27632,159,9
1549 021 021115,1549,021,1804 E CHASE ST,02/11/2015,Middle East,Eastern,12,"(39.30349974, -76.59228687)",26956,152,100
0010 010 080617,0010,010,1720 N CALHOUN ST,08/06/2017,Sandtown-Winchester,Western,7,"(39.30832648, -76.64425597)",27301,221,22
1478 034 011615,1478,034,1530 N WOLFE ST,01/16/2015,Broadway East,Eastern,12,"(39.30827622, -76.59173929)",26956,23,154
7225 004 032918,7225,004,1634 HAZEL ST,03/29/2018,Curtis Bay,Southern,10,"(39.22632443, -76.58757629)",27939,61,37
3197 042 050313,3197,042,3534 VIRGINIA AVE,05/03/2013,Lucille Park,Northwestern,6,"(39.33944624, -76.67343209)",27295,140,283
1450 071 051119,1450,071,2102 E LAFAYETTE AVE,05/11/2019,Broadway East,Eastern,12,"(39.31110631, -76.58813223)",26956,23,155
0272 018 120317,0272,018,2135 MCHENRY ST,12/03/2017,Carrollton Ridge,Southwestern,9,"(39.2839069, -76.65069952)",27632,36,279
1286 003 111408,1286,003,427 OLDTOWN MALL,11/14/2008,Oldtown,Eastern,12,"(39.29496393, -76.60538785)",13645,179,108
2165 037 021910,2165,037,2448 W BALTIMORE ST,02/19/2010,Shipley Hill,Southwestern,9,"(39.28795451, -76.65602859)",27632,225,78
3211 079 031612,3211,079,2023 RIDGEHILL AVE,03/16/2012,Mondawmin,Western,7,"(39.31117997, -76.65088088)",27301,157,39
2299C059 081718,2299C,059,204 N GRANTLEY ST,08/17/2018,Allendale,Southwestern,8,"(39.29075594, -76.67703534)",27950,2,75
7470G001 112118,7470G,001,3001 STRANDEN ROAD,11/21/2018,Lakeland,Southern,10,"(39.25242391, -76.64542999)",27953,134,162
2404 054 080816,2404,054,1641 ASHBURTON ST,08/08/2016,Coppin Heights/Ash-Co-East,Western,7,"(39.30701464, -76.66176271)",27297,56,41
1558 027 020614,1558,027,2728 E CHASE ST,02/06/2014,Biddle Street,Eastern,13,"(39.30402179, -76.57889634)",26956,19,152
0701 054 052419,0701,054,605 S BENTALOU ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.27990897, -76.65142219)",27632,36,279
3183 004 061419,3183,004,4128 REISTERSTOWN ROAD,06/14/2019,Towanda-Grantley,Northwestern,6,"(39.33562674, -76.66573283)",27295,232,70
4129 051 052015,4129,051,1605 CARSWELL ST,05/20/2015,Coldstream Homestead Montebello,Notheastern,14,"(39.322105, -76.59502185)",27307,54,159
4017 033 052117,4017,033,719 E 21ST ST,05/21/2017,East Baltimore Midway,Eastern,12,"(39.31337794, -76.60779978)",27307,73,157
1506 067 102615,1506,067,2605 LLEWELYN AVE,10/26/2015,Berea,Eastern,13,"(39.30734455, -76.58091223)",26956,15,152
5902 034 070917,5902,034,3201 LAKE AVE,07/09/2017,Belair-Edison,Notheastern,13,"(39.32164327, -76.57045717)",26956,275,112
3235 045 110118,3235,045,2308 BRYANT AVE,11/01/2018,Parkview/Woodbrook,Western,7,"(39.31721705, -76.64858156)",27301,190,21
0116 032 062609,0116,032,919 HARLEM AVE,06/26/2009,Harlem Park,Western,9,"(39.29662823, -76.63389881)",27301,106,53
0055D033 020508,0055D,033,1149 N CARROLLTON AVE,02/05/2008,Sandtown-Winchester,Western,9,"(39.30223841, -76.63722956)",27301,221,15
1148 005 042216,1148,005,1309 N CENTRAL AVE,04/22/2016,Oliver,Eastern,12,"(39.30544275, -76.60024885)",13645,180,193
4163 004 101712,4163,004,2135 HARFORD ROAD,10/17/2012,Darley Park,Eastern,14,"(39.31473741, -76.59706269)",26956,63,198
4511C027 022614,4511C,027,3904 HAYWARD AVE,02/26/2014,Arlington,Northwestern,5,"(39.34678615, -76.68418888)",27295,5,244
3263 027 091712,3263,027,3331 BURLEITH AVE,09/17/2012,Burleith-Leighton,Northwestern,7,"(39.31989145, -76.6594195)",27295,25,40
0223 008 051608,0223,008,2015 HOLLINS ST,05/16/2008,Boyd-Booth,Southwestern,9,"(39.2868532, -76.64906204)",27632,4,79
0106 084 120611,0106,084,611 N BRICE ST,12/06/2011,Midtown-Edmondson,Western,9,"(39.29557639, -76.64961757)",27301,153,87
7139A032 100711,7139A,032,3826 10TH ST,10/07/2011,Brooklyn,Southern,10,"(39.23171619, -76.59741351)",27937,26,132
0469 046 122118,0469,046,525 N FREMONT AVE,12/21/2018,Upton,Central,11,"(39.29561385, -76.63226279)",13642,242,89
3446 048 080114,3446,048,750 RESERVOIR ST,08/01/2014,Reservoir Hill,Central,7,"(39.31300628, -76.63046572)",27301,210,16
2173 015 091213,2173,015,145 WILLARD ST,09/12/2013,Shipley Hill,Southwestern,9,"(39.28498462, -76.65459497)",27632,225,78
4502 032B 042818,4502,032B,5414 FAIRLAWN AVE,04/28/2018,Woodmere,Northwestern,5,"(39.34549134, -76.69014979)",27295,263,59
2382 002A 022419,2382,002A,922 ASHBURTON ST,02/24/2019,Mosher,Western,9,"(39.29883068, -76.66189728)",27297,163,48
3207 004 092706,3207,004,1906 W NORTH AVE,09/27/2006,Mondawmin,Western,7,"(39.31002631, -76.64845848)",27301,157,39
0108 075 122418,0108,075,1823 ARUNAH AVE,12/24/2018,Harlem Park,Western,9,"(39.29561823, -76.64680981)",27301,106,88
4581 038B 070616,4581,038B,3314 W GARRISON AVE,07/06/2016,Central Park Heights,Northwestern,6,"(39.34616673, -76.67611892)",27295,43,240
3070A010 042318,3070A,010,3219 CARLISLE AVE,04/23/2018,Hanlon-Longwood,Northwestern,7,"(39.31890905, -76.67271884)",27297,103,46
3913 038 113017,3913,038,713 CATOR AVE,11/30/2017,Pen Lucy,Northern,4,"(39.33885583, -76.60594116)",27307,193,184
2503 019 071317,2503,019,734 N EDGEWOOD ST,07/13/2017,Edgewood,Southwestern,8,"(39.29619878, -76.67471088)",27950,269,284
4132 005 070808,4132,005,1522 CARSWELL ST,07/08/2008,Coldstream Homestead Montebello,Notheastern,14,"(39.32326438, -76.59609326)",27307,54,189
1463 089 031918,1463,089,1728 N BRADFORD ST,03/19/2018,Broadway East,Eastern,13,"(39.31053839, -76.58528692)",26956,23,277
4130 027B 112805,4130,027B,1625 ABBOTSTON ST,11/28/2005,Coldstream Homestead Montebello,Notheastern,14,"(39.32240266, -76.5940935)",27307,54,189
1538 025F 072318,1538,025F,2526 E BIDDLE ST,07/23/2018,Berea,Eastern,13,"(39.30496918, -76.58182592)",26956,15,153
0162 115 040110,0162,115,216 N MONROE ST,04/01/2010,Penrose/Fayette Street Outreach,Western,9,"(39.29097302, -76.64734591)",27632,197,80
0452 041 111104,0452,041,853 HARLEM AVE,11/11/2004,Upton,Central,11,"(39.29664567, -76.63254058)",13642,242,89
3349 003 092916,3349,003,2602 LOYOLA NORTHWAY,09/29/2016,Greenspring,Northern,6,"(39.33932386, -76.66278657)",27295,96,70
3177 010 110916,3177,010,3818 REISTERSTOWN ROAD,11/09/2016,Park Circle,Northwestern,6,"(39.33181181, -76.6628665)",27295,187,72
5733E008 080218,5733E,008,4429 POWELL AVE,08/02/2018,Cedmont,Notheastern,2,"(39.34515809, -76.53357508)",13991,39,215
7445 031 110216,7445,031,2815 MAISEL ST,11/02/2016,Westport,Southern,10,"(39.26147604, -76.63371809)",27953,258,151
0328 057 123109,0328,057,1809 DIVISION ST,12/31/2009,Druid Heights,Central,11,"(39.30549768, -76.63459786)",27301,66,99
2350 068 120514,2350,068,2332 CALVERTON HEIGHTS AVE,12/05/2014,Bridgeview/Greenlawn,Western,9,"(39.2979248, -76.65481131)",27297,22,85
3834 025 081718,3834,025,348 E 25TH ST,08/17/2018,Harwood,Northern,12,"(39.31836037, -76.61136295)",27307,98,33
