ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
0145 045 042618,0145,045,2115 W MULBERRY ST,04/26/2018,Penrose/Fayette Street Outreach,Western,9,"(39.29259562, -76.65112562)",27632,197,80
1606 095 060410,1606,095,803 N MADEIRA ST,06/04/2010,Middle East,Eastern,13,"(39.30014387, -76.58578743)",13987,152,125
3305A033 060410,3305A,033,2704 CLASSEN AVE,06/04/2010,Central Park Heights,Northwestern,6,"(39.33758732, -76.66569384)",27295,43,70
7105 047 081115,7105,047,3829 8TH ST,08/11/2015,Brooklyn,Southern,10,"(39.23266761, -76.60075485)",27937,26,132
1535 038 052416,1535,038,2245 E PRESTON ST,05/24/2016,Broadway East,Eastern,13,"(39.30551333, -76.58584612)",26956,23,153
1108 069 110211,1108,069,1732 N DALLAS ST,11/02/2011,Oliver,Eastern,12,"(39.31009802, -76.59777764)",26956,180,154
0260 070 110807,0260,070,218 S FULTON AVE,11/08/2007,Carrollton Ridge,Southern,9,"(39.28458717, -76.6452258)",27632,36,9
0102 013 091611,0102,013,724 N CARROLLTON AVE,09/16/2011,Harlem Park,Western,9,"(39.29746891, -76.63757241)",27301,106,53
1480 002 010317,1480,002,2002 E OLIVER ST,01/03/2017,Broadway East,Eastern,12,"(39.30783048, -76.58994317)",26956,23,154
7077 025 071106,7077,025,600 E PATAPSCO AVE,07/11/2006,Brooklyn,Southern,10,"(39.23648033, -76.6020149)",27937,26,143
3941C035 071118,3941C,035,2011 E 31ST ST,07/11/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32606874, -76.5872077)",27307,54,190
0074 011 081918,0074,011,947 N MOUNT ST,08/19/2018,Sandtown-Winchester,Western,9,"(39.2997918, -76.64416183)",27301,221,86
4539 026I 062916,4539,026I,4119 HAYWARD AVE,06/29/2016,Woodmere,Northwestern,6,"(39.34406875, -76.68712291)",27295,263,63
0150 021 042818,0150,021,1611 W MULBERRY ST,04/28/2018,Franklin Square,Western,9,"(39.29285673, -76.64326985)",27632,84,10
2450 035E 120918,2450,035E,1516 N ELLAMONT ST,12/09/2018,Rosemont,Southwestern,9,"(39.30485221, -76.67094463)",27297,216,81
3630B039 040717,3630B,039,535 W 27TH ST,04/07/2017,Remington,Northern,12,"(39.31854472, -76.62418564)",14006,209,12
6159 002 121615,6159,002,303 LONEYS LANE,12/16/2015,Ellwood Park/Monument,Southeastern,13,"(39.29598616, -76.57235569)",27935,78,128
1451 064 092707,1451,064,1811 N COLLINGTON AVE,09/27/2007,Broadway East,Eastern,12,"(39.31114912, -76.58717634)",26956,23,155
2107A002 032519,2107A,002,2717 WILKENS AVE,03/25/2019,Millhill,Southwestern,9,"(39.27765143, -76.65902088)",27632,154,281
0414 035 092614,0414,035,1316 DIVISION ST,09/26/2014,Upton,Central,11,"(39.30131211, -76.63015314)",27301,242,90
0095 020 092614,0095,020,1901 W LANVALE ST,09/26/2014,Midtown-Edmondson,Western,9,"(39.29735564, -76.64787512)",27301,153,87
3301 115 031306,3301,115,3410 SAINT AMBROSE AVE,03/13/2006,Central Park Heights,Northwestern,6,"(39.34124642, -76.67129532)",27295,43,238
0075 023 060315,0075,023,938 N STRICKER ST,06/03/2015,Sandtown-Winchester,Western,9,"(39.29990375, -76.64185553)",27301,221,86
7441 027 072012,7441,027,2222 CEDLEY ST,07/20/2012,Westport,Southern,10,"(39.26347924, -76.63205422)",27953,258,151
2275D018 030314,2275D,018,113 N CULVER ST,03/03/2014,Saint Josephs,Southwestern,8,"(39.28793928, -76.67502303)",27950,167,74
3342 022 110812,3342,022,2526 KEYWORTH AVE,11/08/2012,Greenspring,Northern,6,"(39.33433, -76.66043985)",27295,96,71
1503 023 061308,1503,023,2305 E OLIVER ST,06/13/2008,Broadway East,Eastern,13,"(39.30766346, -76.58513579)",26956,23,148
0273 080 110905,0273,080,2014 WILHELM ST,11/09/2005,Carrollton Ridge,Southern,9,"(39.28374419, -76.6491448)",27632,36,279
0119 020 021108,0119,020,1917 EDMONDSON AVE,02/11/2008,Midtown-Edmondson,Western,9,"(39.29490096, -76.64784776)",27632,153,87
3402 038 110311,3402,038,2103 N FULTON AVE,11/03/2011,Penn North,Western,7,"(39.31216331, -76.64625062)",27301,195,39
0162 049 080114,0162,049,1900 PENROSE AVE,08/01/2014,Penrose/Fayette Street Outreach,Western,9,"(39.29146329, -76.64758406)",27632,197,80
2386 026 010606,2386,026,900 N DUKELAND ST,01/06/2006,Mosher,Western,9,"(39.29841633, -76.66310949)",27297,163,48
3327C025 091616,3327C,025,3421 PARK HEIGHTS AVE,09/16/2016,Park Circle,Northwestern,6,"(39.32680212, -76.65720982)",27295,187,71
2419 035 071018,2419,035,1611 N LONGWOOD ST,07/10/2018,Northwest Community Action,Southwestern,7,"(39.3065758, -76.66713391)",27297,166,43
2975 013 102317,2975,013,3926 FERNHILL AVE,10/23/2017,Dolfield,Northwestern,6,"(39.3379674, -76.68395692)",27295,34,65
7095A152 082213,7095A,152,4108 8TH ST,08/22/2013,Brooklyn,Southern,10,"(39.23070148, -76.60185234)",27937,26,142
0263 044 082307,0263,044,238 S STRICKER ST,08/23/2007,New Southwest/Mount Clare,Southern,9,"(39.28455966, -76.640986)",27632,159,9
1138 112 101615,1138,112,1420 N BETHEL ST,10/16/2015,Oliver,Eastern,12,"(39.30687962, -76.59619328)",26956,180,154
1142B042 012005,1142B,042,1314 HOMEWOOD AVE,01/20/2005,Johnston Square,Eastern,12,"(39.30556622, -76.6068805)",13645,124,193
0049 017 111315,0049,017,1132 N MONROE ST,11/13/2015,Midtown-Edmondson,Western,9,"(39.301616, -76.64795201)",27301,153,86
2243B011J 101918,2243B,011J,149 SIEGWART LANE,10/19/2018,Saint Josephs,Southwestern,8,"(39.28353329, -76.67591249)",27950,167,74
4164 012 012018,4164,012,1422 DARLEY AVE,01/20/2018,Darley Park,Eastern,14,"(39.31504882, -76.59626561)",26956,63,198
0221 018 081307,0221,018,0,08/13/2007,Shipley Hill,Southwestern,9,"(39.28563171, -76.65225485)",27632,225,78
1484 046 052915,1484,046,1502 N MONTFORD AVE,05/29/2015,Broadway East,Eastern,13,"(39.30824441, -76.58456697)",26956,23,148
0698 028 103107,0698,028,2016 WILKENS AVE,10/31/2007,Carrollton Ridge,Southern,9,"(39.28172955, -76.64839377)",27632,36,279
4552 100 112213,4552,100,3413 PATON AVE,11/22/2013,Arlington,Northwestern,5,"(39.34859441, -76.67774558)",27295,5,244
0360 028 091911,0360,028,603 PITCHER ST,09/19/2011,Upton,Central,11,"(39.30265348, -76.63437172)",27301,242,101
2450 008 123011,2450,008,1515 N HILTON ST,12/30/2011,Rosemont,Southwestern,9,"(39.30561715, -76.67178519)",27297,216,81
0696 043 101915,0696,043,2248 WILKENS AVE,10/19/2015,Carrollton Ridge,Southwestern,9,"(39.28056984, -76.65189102)",27632,36,279
1095 040 071518,1095,040,1808 BARCLAY ST,07/15/2018,Greenmount West,Eastern,12,"(39.31052764, -76.61113906)",13645,95,158
0071 093 011907,0071,093,906 APPLETON ST,01/19/2007,Midtown-Edmondson,Western,9,"(39.29916885, -76.64865428)",27301,153,85
0162 053 071916,0162,053,1908 PENROSE AVE,07/19/2016,Penrose/Fayette Street Outreach,Western,9,"(39.29145674, -76.64778269)",27632,197,80
1479 015 080707,1479,015,1529 N WOLFE ST,08/07/2007,Broadway East,Eastern,12,"(39.30823843, -76.59124345)",26956,23,154
1558 036 121717,1558,036,1102 N KENWOOD AVE,12/17/2017,Biddle Street,Eastern,13,"(39.30421514, -76.57863605)",26956,19,152
7229 026 121715,7229,026,4120 GRACE CT,12/17/2015,Curtis Bay,Southern,10,"(39.22779604, -76.5876704)",27939,61,37
0026 004 100818,0026,004,1406 N FULTON AVE,10/08/2018,Sandtown-Winchester,Western,7,"(39.30441259, -76.64639187)",27301,221,36
2173 021 111810,2173,021,133 WILLARD ST,11/18/2010,Shipley Hill,Southwestern,9,"(39.28519842, -76.65468738)",27632,225,78
2483 018 071817,2483,018,604 N HILTON ST,07/18/2017,Edgewood,Southwestern,8,"(39.29439908, -76.67302067)",27950,269,284
6123 040 051614,6123,040,4779 CHATFORD AVE,05/16/2014,Parkside,Notheastern,2,"(39.32387326, -76.55414977)",13991,189,202
1118 035 011808,1118,035,1627 E LANVALE ST,01/18/2008,Oliver,Eastern,12,"(39.30937424, -76.59569465)",26956,180,154
2177 042 040208,2177,042,2515 MCHENRY ST,04/02/2008,Shipley Hill,Southwestern,9,"(39.28367857, -76.6565131)",27632,225,78
1132 049 062608,1132,049,1403 HOLBROOK ST,06/26/2008,Oliver,Eastern,12,"(39.30646025, -76.6028608)",13645,180,193
3342 025 052009,3342,025,2520 KEYWORTH AVE,05/20/2009,Greenspring,Northern,6,"(39.33444388, -76.66023331)",27295,96,71
7446 054 040618,7446,054,2342 SIDNEY AVE,04/06/2018,Westport,Southern,10,"(39.2620185, -76.63389233)",27953,258,151
4580 020 010807,4580,020,3353 W BELVEDERE AVE,01/08/2007,Central Park Heights,Northwestern,6,"(39.34728426, -76.67800457)",27295,43,240
1351 016 011609,1351,016,23 S GAY ST,01/16/2009,Downtown,Central,11,"(39.28903342, -76.60844582)",13645,65,6
2375 037 070318,2375,037,2639 W LAFAYETTE AVE,07/03/2018,Mosher,Western,9,"(39.29795474, -76.66081313)",27297,163,48
4004 025 082311,4004,025,1918 KENNEDY AVE,08/23/2011,East Baltimore Midway,Eastern,12,"(39.31247866, -76.60450433)",27307,73,156
4171 164 110106,4171,164,1941 N COLLINGTON AVE,11/01/2006,South Clifton Park,Eastern,12,"(39.31358049, -76.58732793)",26956,226,155
3805 038 041719,3805,038,421 E 21ST ST,04/17/2019,Barclay,Eastern,12,"(39.3132951, -76.61035435)",27307,10,160
2216 030 091416,2216,030,504 POPLAR GROVE ST,09/14/2016,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29327685, -76.66510056)",27632,197,77
2153 088 040919,2153,088,2314 W BALTIMORE ST,04/09/2019,Penrose/Fayette Street Outreach,Western,9,"(39.28806763, -76.65336045)",27632,197,78
1448 021 081716,1448,021,1800 N WASHINGTON ST,08/17/2016,Broadway East,Eastern,12,"(39.31116985, -76.59061475)",26956,23,155
0414 061 070119,0414,061,539 W LAFAYETTE AVE,07/01/2019,Upton,Central,11,"(39.30149226, -76.63089947)",27301,242,90
1168 022 042318,1168,022,607 E BIDDLE ST,04/23/2018,Johnston Square,Eastern,12,"(39.30354291, -76.60860582)",13645,124,104
2131B024W 111507,2131B,024W,545 S LONGWOOD ST,11/15/2007,Gwynns Falls,Southwestern,10,"(39.27800207, -76.66624978)",27632,100,282
0430 036 111104,0430,036,834 HARLEM AVE,11/11/2004,Upton,Central,11,"(39.29716358, -76.63186444)",13642,242,89
2123B098 071814,2123B,098,3040 STRICKLAND ST,07/18/2014,Gwynns Falls,Southwestern,10,"(39.27779785, -76.66805958)",27632,100,282
1144 065 062007,1144,065,1302 WILCOX ST,06/20/2007,Johnston Square,Eastern,12,"(39.3053267, -76.60458282)",13645,124,193
2201 024 041813,2201,024,2300 LAURETTA AVE,04/18/2013,Rosemont Homeowners/Tenants,Western,9,"(39.29430563, -76.6533528)",27632,218,84
3234 015F 041015,3234,015F,2313 BRYANT AVE,04/10/2015,Parkview/Woodbrook,Western,7,"(39.31696733, -76.64809416)",27301,190,21
1449 122 041907,1449,122,1825 N WASHINGTON ST,04/19/2007,Broadway East,Eastern,12,"(39.31170966, -76.59008268)",26956,23,155
2169 056 010819,2169,056,2753 W FAIRMOUNT AVE,01/08/2019,Shipley Hill,Southwestern,9,"(39.28832513, -76.66073205)",27632,225,78
0791 133 020218,0791,133,1169 CLEVELAND ST,02/02/2018,Washington Village/Pigtown,Southern,10,"(39.28065324, -76.63184818)",27953,250,177
0127 022 020918,0127,022,517 N CARROLLTON AVE,02/09/2018,Harlem Park,Western,9,"(39.2947724, -76.63673633)",27632,106,53
0112 005 032409,0112,005,608 N CAREY ST,03/24/2009,Harlem Park,Western,9,"(39.29577382, -76.63879965)",27301,106,53
1101 088 110804,1101,088,1801 N DALLAS ST,11/08/2004,Oliver,Eastern,12,"(39.31089688, -76.59753968)",26956,180,155
4179 015 011817,4179,015,3328 LAWNVIEW AVE,01/18/2017,Belair-Edison,Notheastern,13,"(39.31910334, -76.57110716)",26956,275,195
2378 003 080208,2378,003,805 N DUKELAND ST,08/02/2008,Mosher,Western,9,"(39.29742067, -76.66258083)",27297,163,233
1608 065 071518,1608,065,2406 E MADISON ST,07/15/2018,Milton-Montford,Eastern,13,"(39.30005155, -76.583225)",13987,155,125
0289 013 122812,0289,013,2103 RAMSAY ST,12/28/2012,Carrollton Ridge,Southwestern,9,"(39.28274338, -76.65019704)",27632,36,279
7245 038 102315,7245,038,3604 SAINT MARGARET ST,10/23/2015,Brooklyn,Southern,10,"(39.23355253, -76.59545747)",27937,26,38
1656 070 071105,1656,070,533 N ROSE ST,07/11/2005,McElderry Park,Southeastern,13,"(39.29762825, -76.58132676)",13987,141,125
0050 004 061512,0050,004,1106 N FULTON AVE,06/15/2012,Sandtown-Winchester,Western,9,"(39.30116725, -76.64625159)",27301,221,86
2174A035 011819,2174A,035,132 WILLARD ST,01/18/2019,Shipley Hill,Southwestern,9,"(39.28494457, -76.65516731)",27632,225,78
0149 012 103107,0149,012,322 N MOUNT ST,10/31/2007,Franklin Square,Western,9,"(39.2926205, -76.64426505)",27632,84,10
5217 052 020819,5217,052,0,02/08/2019,Richnor Springs,Northern,4,"(39.34717752, -76.60626934)",14009,211,217
2481 039A 101107,2481,039A,2909 BUENA VISTA ST,10/11/2007,Franklintown Road,Southwestern,9,"(39.29557144, -76.66609422)",27297,86,83
3210 079 071910,3210,079,1932 RIDGEHILL AVE,07/19/2010,Mondawmin,Western,7,"(39.31150171, -76.64915063)",27301,157,39
6277 026 031919,6277,026,3502 E LOMBARD ST,03/19/2019,Baltimore Highlands,Southeastern,1,"(39.29155505, -76.56805353)",27935,8,129
4137 098 012519,4137,098,1514 E 28TH ST,01/25/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32407823, -76.59450367)",27307,54,189
0217 011 071713,0217,011,1121 W BALTIMORE ST,07/17/2013,Hollins Market,Southern,9,"(39.28846463, -76.63593466)",27632,114,7
0089 005 022406,0089,005,1310 W LANVALE ST,02/24/2006,Harlem Park,Western,9,"(39.29805648, -76.6394285)",27301,106,53
1154 015 121515,1154,015,1236 GREENMOUNT AVE,12/15/2015,Johnston Square,Eastern,12,"(39.30461333, -76.60847897)",13645,124,104
4010Q012 050611,4010Q,012,823 BONAPARTE AVE,05/06/2011,East Baltimore Midway,Eastern,12,"(39.31663887, -76.60257228)",27307,73,156
0200 145 061314,0200,145,13 N CARLTON ST,06/13/2014,Poppleton,Western,9,"(39.28917026, -76.63565422)",27632,201,7
0563 016 110711,0563,016,217 W FRANKLIN ST,11/07/2011,Downtown,Central,11,"(39.29483822, -76.61914526)",13642,65,5
3855 014 082418,3855,014,2952 GREENMOUNT AVE,08/24/2018,Abell,Northern,12,"(39.32454156, -76.60969012)",27307,1,33
3937 052 071418,3937,052,2712 HUGO AVE,07/14/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32317987, -76.58941876)",27307,54,189
7202 013 112015,7202,013,4625 PENNINGTON AVE,11/20/2015,Curtis Bay,Southern,10,"(39.22395284, -76.58807692)",27939,61,37
3186 001 042514,3186,001,2821 BOARMAN AVE,04/25/2014,Towanda-Grantley,Northwestern,6,"(39.3374693, -76.66834158)",27295,232,283
0058 014 062118,0058,014,1926 MOSHER ST,06/21/2018,Midtown-Edmondson,Western,9,"(39.29998401, -76.64858494)",27301,153,86
2814 028 021011,2814,028,3614 WINDSOR MILL ROAD,02/10/2011,Mount Holly,Southwestern,7,"(39.31282752, -76.67976634)",27297,164,45
3250 032 012518,3250,032,2412 LIBERTY HEIGHTS AVE,01/25/2018,Liberty Square,Northwestern,7,"(39.31913676, -76.65419355)",27295,129,40
0207 031 083017,0207,031,1943 W BALTIMORE ST,08/30/2017,Boyd-Booth,Southwestern,9,"(39.28787161, -76.64844452)",27632,4,79
4602 066 071114,4602,066,3730 MANCHESTER AVE,07/11/2014,Central Park Heights,Northwestern,6,"(39.34255352, -76.67672034)",27295,43,239
4626A028 113017,4626A,028,4651 PARK HEIGHTS AVE,11/30/2017,Central Park Heights,Northwestern,6,"(39.34370167, -76.66920651)",27295,43,237
4007 025 112217,4007,025,1922 SHERWOOD AVE,11/22/2017,East Baltimore Midway,Eastern,12,"(39.31257222, -76.60105418)",27307,73,156
2136 028 080818,2136,028,2692 WILKENS AVE,08/08/2018,Millhill,Southwestern,9,"(39.27833182, -76.65857154)",27632,154,281
1606 062 090211,1606,062,2216 E MADISON ST,09/02/2011,Middle East,Eastern,13,"(39.29993752, -76.58619876)",13987,152,125
1215 002 030818,1215,002,902 N BROADWAY,03/08/2018,Gay Street,Eastern,12,"(39.30063696, -76.5947685)",13987,88,127
0065 019 120704,0065,019,1236 MOSHER ST,12/07/2004,Sandtown-Winchester,Western,9,"(39.30031328, -76.63858551)",27301,221,15
7128 024 101918,7128,024,4111 HIGHLAND AVE,10/19/2018,Brooklyn,Southern,10,"(39.23106862, -76.60760425)",27937,26,142
4165 032 101417,4165,032,1616 CLIFTVIEW AVE,10/14/2017,Darley Park,Eastern,14,"(39.31538632, -76.59519064)",26956,63,198
0104 042 103114,0104,042,922 HARLEM AVE,10/31/2014,Harlem Park,Western,9,"(39.29708272, -76.63417672)",27301,106,53
0430 017 120309,0430,017,733 DOLPHIN ST,12/03/2009,Upton,Central,11,"(39.29743327, -76.63204705)",13642,242,89
4578 027 110504,4578,027,3508 SPAULDING AVE,11/05/2004,Central Park Heights,Northwestern,6,"(39.34649459, -76.67811499)",27295,43,240
5845 007 103118,5845,007,5134 BELAIR ROAD,10/31/2018,Waltherson,Notheastern,2,"(39.33703474, -76.55369467)",13991,248,214
7649A017 103017,7649A,017,633 CHERATON ROAD,10/30/2017,Cherry Hill,Southern,10,"(39.25137976, -76.62398191)",27937,47,146
1537 036 071607,1537,036,2429 E PRESTON ST,07/16/2007,Broadway East,Eastern,13,"(39.30560172, -76.58331936)",26956,23,153
0430 067 091417,0430,067,1126 MYRTLE AVE,09/14/2017,Upton,Central,11,"(39.29740324, -76.63099516)",13642,242,89
0197 036 011415,0197,036,1406 W BALTIMORE ST,01/14/2015,Franklin Square,Western,9,"(39.28868972, -76.63988976)",27632,84,10
0199 017 033110,0199,017,1211 W FAYETTE ST,03/31/2010,Poppleton,Western,9,"(39.28954865, -76.63728086)",27632,201,7
0242 113 052410,0242,113,1906 LEMMON ST,05/24/2010,Carrollton Ridge,Southern,9,"(39.285759, -76.64725552)",27632,36,79
3542A013 011619,3542A,013,1324 W 37TH ST,01/16/2019,Hampden,Northern,7,"(39.33220934, -76.6381403)",14006,102,20
4114F048 091415,4114F,048,2554 ROBB ST,09/14/2015,Coldstream Homestead Montebello,Notheastern,14,"(39.31921344, -76.59768875)",27307,54,159
2445 030 042819,2445,030,2920 RIGGS AVE,04/28/2019,Franklintown Road,Southwestern,9,"(39.3003142, -76.6666964)",27297,86,83
7076 002 012819,7076,002,506 E PATAPSCO AVE,01/28/2019,Brooklyn,Southern,10,"(39.23692501, -76.60344005)",27937,26,143
5165D065 110218,5165D,065,804 MCCABE AVE,11/02/2018,Woodbourne-McCabe,Northern,4,"(39.35229455, -76.60457787)",14009,234,217
5207 008 090718,5207,008,1116 SPRINGFIELD AVE,09/07/2018,New Northwood,Notheastern,3,"(39.34352843, -76.59806775)",27307,173,209
2443B017 031019,2443B,017,2932 ELLICOTT DRIVEWAY,03/10/2019,Winchester,Southwestern,9,"(39.30222807, -76.66677609)",27297,247,83
0019 068G 071217,0019,068G,1530 N MONROE ST,07/12/2017,Easterwood,Western,7,"(39.30601235, -76.64820435)",27301,74,25
3208 043 051319,3208,043,1815 WALBROOK AVE,05/13/2019,Mondawmin,Western,7,"(39.31069698, -76.64757151)",27301,157,39
0718 021 070816,0718,021,2141 EAGLE ST,07/08/2016,Carrollton Ridge,Southwestern,9,"(39.2799818, -76.64971402)",27632,36,279
0258 056 060717,0258,056,202 HARMISON ST,06/07/2017,Carrollton Ridge,Southern,9,"(39.28465241, -76.64934702)",27632,36,279
0073 048 011917,0073,048,1718 W LAFAYETTE AVE,01/19/2017,Sandtown-Winchester,Western,9,"(39.29910732, -76.64501008)",27301,221,86
0021 039 051206,0021,039,1549 N FULTON AVE,05/12/2006,Sandtown-Winchester,Western,7,"(39.30625545, -76.64590204)",27301,221,36
0244 032 021916,0244,032,1712 W PRATT ST,02/19/2016,Union Square,Southern,9,"(39.28546357, -76.64439656)",27632,236,9
0328 040 102405,0328,040,537 ROBERT ST,10/24/2005,Druid Heights,Central,11,"(39.30589721, -76.63514634)",27301,66,99
0115 062 102207,0115,062,1035 BRANTLEY AVE,10/22/2007,Harlem Park,Western,9,"(39.29600748, -76.63519315)",27301,106,53
0314 032 110309,0314,032,523 BLOOM ST,11/03/2009,Druid Heights,Central,11,"(39.30755169, -76.63695682)",27301,66,99
4804A011 061914,4804A,011,3020 VIRGINIA AVE,06/19/2014,Cylburn,Northern,6,"(39.34523949, -76.66744612)",27295,60,242
0055B008 062909,0055B,008,1114 N CAREY ST,06/29/2009,Sandtown-Winchester,Western,9,"(39.30154246, -76.63910281)",27301,221,15
0175 038 101113,0175,038,2128 VINE ST,10/11/2013,Penrose/Fayette Street Outreach,Western,9,"(39.29002967, -76.65092286)",27632,197,80
1519 026 072211,1519,026,1320 N MONTFORD AVE,07/22/2011,Broadway East,Eastern,13,"(39.30645162, -76.58443914)",26956,23,148
0155 056 041019,0155,056,304 N ARLINGTON AVE,04/10/2019,Poppleton,Western,9,"(39.2927042, -76.63567385)",27632,201,8
3347 022 102808,3347,022,2507 OSWEGO AVE,10/28/2008,Greenspring,Northern,6,"(39.33670845, -76.65951484)",27295,96,71
3321 007 032619,3321,007,3912 PARK HEIGHTS AVE,03/26/2019,Central Park Heights,Northwestern,6,"(39.33347251, -76.66239)",27295,43,70
2380 061 041610,2380,061,2813 W LANVALE ST,04/16/2010,Mosher,Western,9,"(39.29702047, -76.66324805)",27297,163,233
0053 045 120710,0053,045,1126 N STRICKER ST,12/07/2010,Sandtown-Winchester,Western,9,"(39.3017223, -76.64194743)",27301,221,86
4736 014 042116,4736,014,2101 W ROGERS AVE,04/21/2016,Mount Washington,Northern,5,"(39.35753394, -76.6586445)",14001,168,273
0175 099 100908,0175,099,2110 W FAYETTE ST,10/09/2008,Penrose/Fayette Street Outreach,Western,9,"(39.28954078, -76.65053169)",27632,197,80
2418 061 071813,2418,061,1617 POPLAR GROVE ST,07/18/2013,Northwest Community Action,Southwestern,7,"(39.30651206, -76.66534906)",27297,166,41
1519 012 091213,1519,012,2322 E PRESTON ST,09/12/2013,Broadway East,Eastern,13,"(39.30594398, -76.58446075)",26956,23,148
1158 009 122711,1158,009,1217 ENSOR ST,12/27/2011,Oliver,Eastern,12,"(39.30454788, -76.60334869)",13645,180,107
0280 042 072518,0280,042,349 S STRICKER ST,07/25/2018,New Southwest/Mount Clare,Southern,9,"(39.28349702, -76.64043355)",27632,159,9
2703 006 040915,2703,006,4001 BELVIEU AVE,04/09/2015,West Arlington,Northwestern,6,"(39.33943485, -76.68572072)",27295,252,65
1654 016 042910,1654,016,531 N PATTERSON PARK AVE,04/29/2010,McElderry Park,Southeastern,13,"(39.29725601, -76.58477112)",13987,141,125
